Month,Ticker,Company_name,Stock_exchange,Industry,SIC_Code,ESG_Rating,ESG_Score
1,AKAM,Akamai Technologies Inc,NASDAQ,Technology,7372,BBB,5
1,AKR,Acadia Realty Trust,NYSE,Real Estate,6798,B,2.2
1,ALB,Albemarle Corp,NYSE,Basic Materials,2819,BB,3.3
1,ALE,ALLETE Inc,NYSE,Utilities,4931,BB,4
1,ALEX,Alexander & Baldwin Inc (Hawaii),NYSE,Real Estate,6798,BBB,5.7
1,ALG,Alamo Group Inc,NYSE,Industrials,3523,BBB,5.7
1,ALGN,Align Technology Inc,NASDAQ,Healthcare,3843,A,6.1
1,ALGT,Allegiant Travel Co,NASDAQ,Industrials,4512,BB,4.1
1,ALL,Allstate Corp,NYSE,Financials,6331,BBB,5.6
1,ALLE,Allegion PLC,NYSE,Technology,7382,AA,7.3
1,ALRM,Alarm.com Holdings Inc,NASDAQ,Technology,7372,B,2.6
1,ALXN,Alexion Pharmaceuticals Inc,NASDAQ,Healthcare,2834,B,2
1,AM,Antero Midstream Corp,NYSE,Energy,4922,BB,4.2
1,AMAT,Applied Materials Inc,NASDAQ,Technology,3559,AA,8.4
1,AMBC,Ambac Financial Group Inc,NYSE,Financials,6351,B,2.6
1,AMCX,AMC Networks Inc,NASDAQ,Consumer Cyclicals,4841,B,1.6
1,AMD,Advanced Micro Devices Inc,NASDAQ,Technology,3674,BBB,4.5
1,AME,AMETEK Inc,NYSE,Industrials,3823,B,2.8
1,AMED,Amedisys Inc,NASDAQ,Healthcare,8082,A,6.3
1,AMG,Affiliated Managers Group Inc,NYSE,Financials,6282,BBB,5.6
1,AMGN,Amgen Inc,NASDAQ,Healthcare,2836,AA,8.4
1,AMN,AMN Healthcare Services Inc,NYSE,Healthcare,7361,AA,8
1,AMP,Ameriprise Financial Inc,NYSE,Financials,6282,BBB,5.6
1,AMPH,Amphastar Pharmaceuticals Inc,NASDAQ,Healthcare,2834,BB,3.3
1,AMSF,Amerisafe Inc,NASDAQ,Financials,6331,B,2.1
1,AMT,American Tower Corp,NYSE,Real Estate,6798,A,6.4
1,AMWD,American Woodmark Corp,NASDAQ,Consumer Cyclicals,2434,BB,3.3
1,AMZN,Amazon.com Inc,NASDAQ,Consumer Cyclicals,5961,BB,4.1
1,AN,AutoNation Inc,NYSE,Consumer Cyclicals,5511,BBB,5.4
1,ANDE,Andersons Inc,NASDAQ,Consumer Non-Cyclicals,5153,BB,4.2
1,ANET,Arista Networks Inc,NYSE,Technology,7373,BBB,5.2
1,ANF,Abercrombie & Fitch Co,NYSE,Consumer Cyclicals,5651,B,2.3
1,ANGO,AngioDynamics Inc,NASDAQ,Healthcare,3841,BBB,5.2
1,ANIK,Anika Therapeutics Inc,NASDAQ,Healthcare,3841,BB,4
1,ANIP,ANI Pharmaceuticals Inc,NASDAQ,Healthcare,2834,BB,3.6
1,ANSS,ANSYS Inc,NASDAQ,Technology,7378,A,6.2
1,ANTM,Anthem Inc,NYSE,Healthcare,6324,BB,4
1,AON,Aon PLC,NYSE,Financials,6411,BB,4
1,AOS,A. O. Smith Corp,NYSE,Industrials,3822,BB,3.9
1,APA,Apache Corp,NASDAQ,Energy,1311,BBB,4.9
1,APD,Air Products and Chemicals Inc,NYSE,Basic Materials,2813,BBB,4.7
1,APEI,American Public Education Inc,NASDAQ,Academic & Educational Services,8221,A,6.2
1,APH,Amphenol Corp,NYSE,Technology,3678,BBB,5.2
1,APOG,Apogee Enterprises Inc,NASDAQ,Consumer Cyclicals,3231,BB,4.2
1,APTV,Aptiv PLC,NYSE,Consumer Cyclicals,3714,A,7
1,ARCB,ArcBest Corp,NASDAQ,Industrials,4213,A,5.8
1,ARE,Alexandria Real Estate Equities Inc,NYSE,Real Estate,6798,A,6.5
1,ARI,Apollo Commercial Real Estate Finance Inc,NYSE,Real Estate,6798,BB,2.9
1,AROC,Archrock Inc,NYSE,Energy,1389,BBB,4.3
1,ARR,ARMOUR Residential REIT Inc,NYSE,Real Estate,6798,B,2.4
1,ARW,Arrow Electronics Inc,NYSE,Technology,5065,BBB,4.3
1,ARWR,Arrowhead Pharmaceuticals Inc,NASDAQ,Healthcare,8731,B,2.4
1,ASB,Associated Banc-Corp,NYSE,Financials,6021,BB,3.3
1,ASGN,ASGN Inc,NYSE,Technology,7361,BBB,4.5
1,ASH,Ashland Global Holdings Inc.,NYSE,Basic Materials,2833,B,2.1
1,ASIX,AdvanSix Inc,NYSE,Basic Materials,2821,B,1.7
1,ASTE,Astec Industries Inc,NASDAQ,Industrials,2951,BBB,5.4
1,ATGE,Adtalem Global Education Inc,NYSE,Academic & Educational Services,8221,B,1.9
1,ATI,Allegheny Technologies Inc,NYSE,Industrials,3356,B,2.6
1,ATNI,ATN International Inc,NASDAQ,Technology,4813,B,1.5
1,ATO,Atmos Energy Corp,NYSE,Utilities,4924,BB,3.8
1,ATR,Aptargroup Inc,NYSE,Basic Materials,3085,A,6.4
1,ATVI,Activision Blizzard Inc,NASDAQ,Technology,7372,BBB,5.2
1,AVA,Avista Corp,NYSE,Utilities,4931,A,7
1,AVAV,AeroVironment Inc,NASDAQ,Industrials,3721,BBB,5.6
1,AVB,Avalonbay Communities Inc,NYSE,Real Estate,6798,BBB,5.1
1,AVD,American Vanguard Corp,NYSE,Basic Materials,2879,B,2.1
1,AVGO,Broadcom Inc,NASDAQ,Technology,3674,B,1.6
1,AVNS,Avanos Medical Inc,NYSE,Healthcare,3841,BB,3.9
1,AVNT,Avient Corp,NYSE,Basic Materials,2821,BB,3.3
1,AVT,Avnet Inc,NASDAQ,Technology,5065,A,6.5
1,AVY,Avery Dennison Corp,NYSE,Basic Materials,2672,BBB,5.6
1,AWK,American Water Works Company Inc,NYSE,Utilities,4941,BBB,5.1
1,AWR,American States Water Co,NYSE,Utilities,4941,BB,3.4
1,AX,Axos Financial Inc,NYSE,Financials,6021,B,1.7
1,AXL,American Axle & Manufacturing Holdings Inc,NYSE,Consumer Cyclicals,3714,BBB,4.3
1,AXP,American Express Co,NYSE,Financials,6153,AA,8.4
1,AYI,Acuity Brands Inc,NYSE,Consumer Cyclicals,3646,A,6.9
1,AZO,Autozone Inc,NYSE,Consumer Cyclicals,5531,B,1.8
1,AZZ,AZZ Inc,NYSE,Industrials,3613,B,1.6
1,B,Barnes Group Inc,NYSE,Industrials,3499,A,6.1
1,BA,Boeing Co,NYSE,Industrials,3721,BB,3.1
1,BAC,Bank of America Corp,NYSE,Financials,6021,BB,4.2
1,BANC,Banc of California Inc,NYSE,Financials,6021,B,2.5
1,BANF,BancFirst Corp,NASDAQ,Financials,6022,BBB,4.6
1,BANR,Banner Corp,NASDAQ,Financials,6021,BBB,4.6
1,BAX,Baxter International Inc,NYSE,Healthcare,3841,BB,4.2
1,BBBY,Bed Bath & Beyond Inc,NASDAQ,Consumer Cyclicals,5719,B,2.1
1,BBY,Best Buy Co Inc,NYSE,Consumer Cyclicals,5731,AAA,10
1,BC,Brunswick Corp,NYSE,Consumer Cyclicals,3519,BB,3.5
1,BCC,Boise Cascade Co,NYSE,Basic Materials,5031,AAA,10
1,BCEI,Bonanza Creek Energy Inc,NYSE,Energy,1311,B,2.8
1,BCO,Brinks Co,NYSE,Industrials,7382,BB,3.1
1,BCOR,Blucora Inc,NASDAQ,Financials,7374,B,2.6
1,BCPC,Balchem Corp,NASDAQ,Consumer Non-Cyclicals,2869,BB,4
1,BDC,Belden Inc,NYSE,Technology,4833,BBB,4.3
1,BDN,Brandywine Realty Trust,NYSE,Real Estate,6798,A,6.2
1,BDX,Becton Dickinson and Co,NYSE,Healthcare,3841,BBB,5.5
1,BEAT,BioTelemetry Inc,NASDAQ,Healthcare,3845,A,7.1
1,BEN,Franklin Resources Inc,NYSE,Financials,6282,A,7.1
1,BF.B,Brown-Forman Corp,NYSE,Consumer Non-Cyclicals,2085,A,6.8
1,BFS,Saul Centers Inc,NYSE,Real Estate,6798,B,2.2
1,BGS,B&G Foods Inc,NYSE,Consumer Non-Cyclicals,2033,BB,3.7
1,BHE,Benchmark Electronics Inc,NYSE,Technology,3571,A,7
1,BHF,Brighthouse Financial Inc,NASDAQ,Financials,6311,B,1.9
1,BHLB,Berkshire Hills Bancorp Inc,NYSE,Financials,6712,BB,3.7
1,BIG,Big Lots Inc,NYSE,Consumer Cyclicals,5331,BBB,5.6
1,BIIB,Biogen Inc,NASDAQ,Healthcare,2836,A,6.4
1,BIO,Bio Rad Laboratories Inc,NYSE,Healthcare,3826,BB,3
1,BJ,BJ's Wholesale Club Holdings Inc,NYSE,Consumer Cyclicals,5399,BBB,4.5
1,BJRI,BJ's Restaurants Inc,NASDAQ,Consumer Cyclicals,5812,BB,3.9
1,BK,Bank of New York Mellon Corp,NYSE,Financials,6282,A,6.8
1,BKE,Buckle Inc,NYSE,Consumer Cyclicals,5651,BBB,4.4
1,BKH,Black Hills Corp,NYSE,Utilities,4924,BB,4
1,BKNG,Booking Holdings Inc,NASDAQ,Consumer Cyclicals,4724,BBB,4.6
1,BKR,Baker Hughes Co,NYSE,Energy,1389,AAA,9.3
1,BKU,BankUnited Inc,NYSE,Financials,6021,BB,4.2
1,BLD,TopBuild Corp,NYSE,Industrials,1731,BB,4.2
1,BLDR,Builders FirstSource Inc,NASDAQ,Consumer Cyclicals,2421,A,7
1,BLK,BlackRock Inc,NYSE,Financials,6282,AA,8.2
1,BLKB,Blackbaud Inc,NASDAQ,Technology,7372,A,6.5
1,BLL,Ball Corp,NYSE,Basic Materials,3411,A,6.8
1,BLMN,Bloomin' Brands Inc,NASDAQ,Consumer Cyclicals,5812,B,1.7
1,BMI,Badger Meter Inc,NYSE,Industrials,3824,AA,8.3
1,BMY,Bristol-Myers Squibb Co,NYSE,Healthcare,2834,A,6.9
1,BOH,Bank of Hawaii Corp,NYSE,Financials,6022,A,6.7
1,BOOM,DMC Global Inc,NASDAQ,Basic Materials,1389,BBB,5.2
1,BOOT,Boot Barn Holdings Inc,NYSE,Consumer Cyclicals,5661,BB,4.1
1,BPFH,Boston Private Financial Holdings Inc,NASDAQ,Financials,6022,BB,4.2
1,BR,Broadridge Financial Solutions Inc,NYSE,Technology,7389,BBB,4.7
1,BRC,Brady Corp,NYSE,Industrials,3999,A,5.9
1,BRK.B,Berkshire Hathaway Inc,NYSE,Consumer Non-Cyclicals,6399,BB,3
1,BRKL,Brookline Bancorp Inc,NASDAQ,Financials,6035,BB,3.3
1,BRKS,Brooks Automation Inc,NASDAQ,Technology,3559,BB,2.9
1,BRO,Brown & Brown Inc,NYSE,Financials,6411,BB,3.5
1,BRX,Brixmor Property Group Inc,NYSE,Real Estate,6798,BBB,4.3
1,BSIG,Brightsphere Investment Group Inc,NYSE,Financials,6282,BB,3.8
1,BSX,Boston Scientific Corp,NYSE,Healthcare,3841,B,1.5
1,BWA,Borgwarner Inc,NYSE,Consumer Cyclicals,3714,A,6.1
1,BXP,Boston Properties Inc,NYSE,Real Estate,6798,A,6.8
1,BXS,BancorpSouth Bank,NYSE,Financials,6022,BBB,5
1,BYD,Boyd Gaming Corp,NYSE,Consumer Cyclicals,7011,BBB,4.5
1,C,Citigroup Inc,NYSE,Financials,6021,BB,4.2
1,CABO,Cable One Inc,NYSE,Technology,4841,A,5.9
1,CACI,CACI International Inc,NYSE,Technology,7371,BB,2.9
1,CADE,Cadence Bancorp,NYSE,Financials,6029,BBB,5
1,CAG,Conagra Brands Inc,NYSE,Consumer Non-Cyclicals,2096,BBB,4.9
1,CAH,Cardinal Health Inc,NYSE,Consumer Non-Cyclicals,5122,AA,7.4
1,CAKE,Cheesecake Factory Inc,NASDAQ,Consumer Cyclicals,5812,BB,3.9
1,CALM,Cal-Maine Foods Inc,NASDAQ,Consumer Non-Cyclicals,252,B,1.7
1,CAR,Avis Budget Group Inc,NASDAQ,Industrials,7514,AA,8.4
1,CASH,Meta Financial Group Inc,NASDAQ,Financials,6035,BB,4.2
1,CASY,Caseys General Stores Inc,NASDAQ,Consumer Non-Cyclicals,5541,BB,4.2
1,CAT,Caterpillar Inc,NYSE,Industrials,3531,A,7
1,CATM,Cardtronics PLC,NASDAQ,Industrials,7389,BB,3.5
1,CATO,Cato Corp,NYSE,Consumer Cyclicals,5621,B,1.8
1,CATY,Cathay General Bancorp,NASDAQ,Financials,6022,BB,3.3
1,CB,Chubb Ltd,NYSE,Financials,6331,BBB,4.4
1,CBOE,Cboe Global Markets Inc,CBOE BZX,Financials,6231,BB,3
1,CBRE,CBRE Group Inc,NYSE,Real Estate,6531,AA,8.4
1,CBRL,Cracker Barrel Old Country Store Inc,NASDAQ,Consumer Cyclicals,5812,B,1.7
1,CBSH,Commerce Bancshares Inc,NASDAQ,Financials,6022,BBB,4.6
1,CBT,Cabot Corp,NYSE,Basic Materials,2869,B,2
1,CBU,Community Bank System Inc,NYSE,Financials,6029,BB,4.2
1,CC,Chemours Co,NYSE,Basic Materials,2819,BB,3.2
1,CCI,Crown Castle International Corp,NYSE,Real Estate,6798,BB,3
1,CCMP,CMC Materials Inc,NASDAQ,Technology,3674,BBB,4.5
1,CCOI,Cogent Communications Holdings Inc,NASDAQ,Technology,4899,BB,3
1,CCS,Century Communities Inc,NYSE,Consumer Cyclicals,1531,BBB,4.3
1,CDAY,Ceridian HCM Holding Inc,NYSE,Technology,7372,BBB,4.4
1,CDK,CDK Global Inc,NASDAQ,Technology,7372,BB,2.9
1,CDNS,Cadence Design Systems Inc,NASDAQ,Technology,7372,AA,7.9
1,CDW,CDW Corp,NASDAQ,Technology,7373,B,2.2
1,CE,Celanese Corp,NYSE,Basic Materials,2821,BBB,4.7
1,CENT,Central Garden & Pet Co,NASDAQ,Consumer Non-Cyclicals,5999,B,1.5
1,CENX,Century Aluminum Co,NASDAQ,Basic Materials,3334,BB,4
1,CERN,Cerner Corp,NASDAQ,Healthcare,7374,A,7
1,CEVA,CEVA Inc,NASDAQ,Technology,3674,B,1.6
1,CF,CF Industries Holdings Inc,NYSE,Basic Materials,2873,CCC,0.7
1,CFFN,Capitol Federal Financial Inc,NASDAQ,Financials,6035,B,1.7
1,CFG,Citizens Financial Group Inc,NYSE,Financials,6021,BBB,5.4
1,CFR,Cullen/Frost Bankers Inc,NYSE,Financials,6022,A,6.2
1,CFX,Colfax Corp,NYSE,Industrials,3548,B,2.6
1,CGNX,Cognex Corp,NASDAQ,Industrials,3823,A,6.5
1,CHCO,City Holding Co,NASDAQ,Financials,6021,BB,2.9
1,CHCT,Community Healthcare Trust Inc,NYSE,Real Estate,6798,B,1.9
1,CHD,Church & Dwight Co Inc,NYSE,Consumer Non-Cyclicals,2841,BBB,5.1
1,CHDN,Churchill Downs Inc,NASDAQ,Consumer Cyclicals,7011,BBB,4.8
1,CHE,Chemed Corp,NYSE,Healthcare,8051,BBB,4.6
1,CHEF,Chefs' Warehouse Inc,NASDAQ,Consumer Non-Cyclicals,5141,BB,4.2
1,CHH,Choice Hotels International Inc,NYSE,Consumer Cyclicals,7011,BB,3.2
1,CHRS,Coherus BioSciences Inc,NASDAQ,Healthcare,2834,BBB,5.6
1,CHRW,CH Robinson Worldwide Inc,NASDAQ,Industrials,4731,A,6.8
1,CHTR,Charter Communications Inc,NASDAQ,Technology,4841,B,2.5
1,CHX,ChampionX Corp,NYSE,Energy,3533,A,6.8
1,CI,Cigna Corp,NYSE,Healthcare,6324,A,7.1
1,CIEN,Ciena Corp,NYSE,Technology,3577,A,6.8
1,CINF,Cincinnati Financial Corp,NASDAQ,Financials,6331,B,1.5
1,CIT,CIT Group Inc,NYSE,Financials,6021,BB,2.9
1,CKH,SEACOR Holdings Inc,NYSE,Energy,4491,B,1.5
1,CL,Colgate-Palmolive Co,NYSE,Consumer Non-Cyclicals,2844,AA,8.5
1,CLB,Core Laboratories NV,NYSE,Energy,1389,AA,8.2
1,CLDT,Chatham Lodging Trust,NYSE,Real Estate,6798,BB,3
1,CLF,Cleveland-Cliffs Inc,NYSE,Basic Materials,1011,BB,4.1
1,CLGX,Corelogic Inc,NYSE,Industrials,7374,BB,3.5
1,CLH,Clean Harbors Inc,NYSE,Industrials,4953,BBB,4.3
1,CLI,Mack-Cali Realty Corp,NYSE,Real Estate,6798,B,1.6
1,CLW,Clearwater Paper Corp,NYSE,Basic Materials,2621,BB,3.2
1,CLX,Clorox Co,NYSE,Consumer Non-Cyclicals,5499,AA,7.7
1,CMA,Comerica Inc,NYSE,Financials,6022,A,5.8
1,CMC,Commercial Metals Co,NYSE,Basic Materials,3312,BBB,4.4
1,CMCSA,Comcast Corp,NASDAQ,Consumer Cyclicals,4841,BB,3.9
1,CMD,Cantel Medical Corp,NYSE,Healthcare,3841,BBB,4.8
1,CME,CME Group Inc,NASDAQ,Financials,6231,BBB,4.3
1,CMG,Chipotle Mexican Grill Inc,NYSE,Consumer Cyclicals,5812,BBB,5.2
1,CMI,Cummins Inc,NYSE,Consumer Cyclicals,3519,AAA,10
1,CMO,Capstead Mortgage Corp,NYSE,Real Estate,6798,BB,3.2
1,CMP,Compass Minerals International Inc,NYSE,Basic Materials,1479,BBB,5.7
1,CMS,CMS Energy Corp,NYSE,Utilities,4931,AA,8.1
1,CMTL,Comtech Telecommunications Corp,NASDAQ,Technology,3663,BB,3.2
1,CNC,Centene Corp,NYSE,Healthcare,6324,BBB,4.3
1,CNK,Cinemark Holdings Inc,NYSE,Consumer Cyclicals,7832,A,6.1
1,CNMD,Conmed Corp,NYSE,Healthcare,3841,BB,4.2
1,CNO,CNO Financial Group Inc,NYSE,Financials,6399,B,2.8
1,CNP,CenterPoint Energy Inc,NYSE,Utilities,4924,BB,3.6
1,CNSL,Consolidated Communications Holdings Inc,NASDAQ,Technology,7375,B,2.1
1,CNX,CNX Resources Corp,NYSE,Energy,1321,BBB,5.1
1,CNXN,PC Connection Inc,NASDAQ,Technology,7371,B,1.7
1,COF,Capital One Financial Corp,NYSE,Financials,6021,B,2
1,COG,Cabot Oil & Gas Corp,NYSE,Energy,1311,B,2.3
1,COHR,Coherent Inc,NASDAQ,Technology,3845,A,7
1,COHU,Cohu Inc,NASDAQ,Technology,3825,B,1.6
1,COKE,Coca-Cola Consolidated Inc,NASDAQ,Consumer Non-Cyclicals,2086,B,1.6
1,COLB,Columbia Banking System Inc,NASDAQ,Financials,6022,BBB,5
1,COLM,Columbia Sportswear Co,NASDAQ,Consumer Cyclicals,3949,A,6.2
1,CONE,CyrusOne Inc,NASDAQ,Real Estate,6512,BBB,4.4
1,COO,Cooper Companies Inc,NYSE,Healthcare,3851,BBB,5.2
1,COOP,Mr. Cooper Group Inc,NASDAQ,Financials,6163,BBB,5.4
1,COP,ConocoPhillips,NYSE,Energy,1311,AA,7.2
1,COR,CoreSite Realty Corp,NYSE,Real Estate,6798,A,6.2
1,CORE,Core-Mark Holding Company Inc,NASDAQ,Consumer Non-Cyclicals,5141,BBB,5.6
1,CORT,Corcept Therapeutics Inc,NASDAQ,Healthcare,2834,BB,3.1
1,COST,Costco Wholesale Corp,NASDAQ,Consumer Cyclicals,5331,BB,4.2
1,COTY,Coty Inc,NYSE,Consumer Non-Cyclicals,2844,BB,3.3
1,CPB,Campbell Soup Co,NYSE,Consumer Non-Cyclicals,2099,AA,7.7
1,CPF,Central Pacific Financial Corp,NYSE,Financials,6022,B,1.7
1,CPK,Chesapeake Utilities Corp,NYSE,Utilities,4923,BBB,5.1
1,CPRI,Capri Holdings Ltd,NYSE,Consumer Cyclicals,5632,BB,3.8
1,CPRT,Copart Inc,NASDAQ,Consumer Cyclicals,5521,A,6.7
1,CPSI,Computer Programs and Systems Inc,NASDAQ,Healthcare,7373,BBB,4.5
1,CPT,Camden Property Trust,NYSE,Real Estate,6798,BBB,4.6
1,CR,Crane Co,NYSE,Industrials,3581,BBB,5.2
1,CREE,Cree Inc,NASDAQ,Technology,3674,A,6.8
1,CRI,Carter's Inc,NYSE,Consumer Cyclicals,5641,BB,3.5
1,CRL,Charles River Laboratories International Inc,NYSE,Healthcare,8731,B,1.5
1,CRM,Salesforce.Com Inc,NYSE,Technology,7372,AAA,10
1,CRMT,America's CAR-MART Inc,NASDAQ,Consumer Cyclicals,5521,BBB,4.6
1,CROX,Crocs Inc,NASDAQ,Consumer Cyclicals,3021,A,6.8
1,CRS,Carpenter Technology Corp,NYSE,Basic Materials,3312,B,1.5
1,CRUS,Cirrus Logic Inc,NASDAQ,Technology,3674,A,6.1
1,CRVL,CorVel Corp,NASDAQ,Healthcare,6411,BBB,5.7
1,CRY,CryoLife Inc,NYSE,Healthcare,3841,BB,3.6
1,CSCO,Cisco Systems Inc,NASDAQ,Technology,7373,A,6.8
1,CSGS,CSG Systems International Inc,NASDAQ,Technology,7372,BBB,4.4
1,CSII,Cardiovascular Systems Inc,NASDAQ,Healthcare,3841,A,6.4
1,CSL,Carlisle Companies Inc,NYSE,Consumer Non-Cyclicals,3069,A,6.7
1,CSX,CSX Corp,NASDAQ,Industrials,4011,A,7.1
1,CTAS,Cintas Corp,NASDAQ,Industrials,7213,BBB,4.5
1,CTB,Cooper Tire & Rubber Co,NYSE,Consumer Cyclicals,3011,BBB,5.2
1,CTLT,Catalent Inc,NYSE,Healthcare,2834,BBB,5.6
1,CTRE,CareTrust REIT Inc,NASDAQ,Real Estate,6798,B,2.2
1,CTS,CTS Corp,NYSE,Technology,3679,A,7
1,CTSH,Cognizant Technology Solutions Corp,NASDAQ,Technology,7371,A,6.5
1,CTXS,Citrix Systems Inc,NASDAQ,Technology,7372,A,7.1
1,CUB,Cubic Corp,NYSE,Industrials,3829,AA,7.8
1,CUBI,Customers Bancorp Inc,NYSE,Financials,6022,BB,3.7
1,CUZ,Cousins Properties Inc,NYSE,Real Estate,6798,BB,3.2
1,CVBF,CVB Financial Corp,NASDAQ,Financials,6029,BB,3.7
1,CVCO,Cavco Industries Inc,NASDAQ,Consumer Cyclicals,2451,BBB,4.7
1,CVGW,Calavo Growers Inc,NASDAQ,Consumer Non-Cyclicals,5148,BB,3.7
1,CVLT,Commvault Systems Inc,NASDAQ,Technology,7372,BB,4.1
1,CVS,CVS Health Corp,NYSE,Healthcare,5912,BBB,5.71
1,CVX,Chevron Corp,NYSE,Energy,2911,BBB,5.2
1,CWT,California Water Service Group,NYSE,Utilities,4941,BB,3.2
1,CXO,Concho Resources Inc,NYSE,Energy,1311,B,2.8
1,CXW,Corecivic Inc,NYSE,Real Estate,8744,CCC,0
1,CYH,Community Health Systems Inc,NYSE,Healthcare,8062,B,2
1,CYTK,Cytokinetics Inc,NASDAQ,Healthcare,2834,B,1.6
1,D,Dominion Energy Inc,NYSE,Utilities,4911,A,6.4
1,DAL,Delta Air Lines Inc,NYSE,Industrials,4512,A,6.3
1,DAN,Dana Inc,NYSE,Consumer Cyclicals,3714,BB,3.9
1,DAR,Darling Ingredients Inc,NYSE,Consumer Non-Cyclicals,2077,BBB,5.1
1,DBD,Diebold Nixdorf Inc,NYSE,Technology,3578,BB,3.2
1,DBI,Designer Brands Inc,NYSE,Consumer Cyclicals,5661,BBB,4.9
1,DCI,Donaldson Company Inc,NYSE,Industrials,3564,A,5.8
1,DCOM,Dime Community Bancshares Inc,NASDAQ,Financials,6035,B,2.5
1,DD,Dupont De Nemours Inc,NYSE,Basic Materials,2836,A,6
1,DDD,3D Systems Corp,NYSE,Technology,2759,BB,3.6
1,DE,Deere & Co,NYSE,Industrials,3523,A,7
1,DEA,Easterly Government Properties Inc,NYSE,Real Estate,6798,A,6.5
1,DECK,Deckers Outdoor Corp,NYSE,Consumer Cyclicals,5139,AA,8.5
1,DEI,Douglas Emmett Inc,NYSE,Real Estate,6798,A,6.8
